,UTC,Latitude,Longitude
0,2025-03-25 16:09:37+00:00,49.38424466666667,1.0687615
1,2025-03-25 16:09:38+00:00,49.38424533333333,1.068762
2,2025-03-25 16:09:39+00:00,49.38424583333333,1.0687623333333334
3,2025-03-25 16:09:40+00:00,49.38424216666667,1.068764
4,2025-03-25 16:09:41+00:00,49.38423866666667,1.0687675
5,2025-03-25 16:09:42+00:00,49.38423516666666,1.0687771666666666
6,2025-03-25 16:09:43+00:00,49.38423216666666,1.0687868333333332
7,2025-03-25 16:09:44+00:00,49.38422966666666,1.0687921666666669
8,2025-03-25 16:09:45+00:00,49.384228,1.0687988333333334
9,2025-03-25 16:09:46+00:00,49.384228,1.0688015
10,2025-03-25 16:09:47+00:00,49.38422783333333,1.0688045
11,2025-03-25 16:09:48+00:00,49.38422916666666,1.068807
12,2025-03-25 16:09:49+00:00,49.38423083333333,1.068809
13,2025-03-25 16:09:50+00:00,49.38423216666666,1.0688108333333333
14,2025-03-25 16:09:51+00:00,49.3842275,1.0688251666666666
15,2025-03-25 16:09:52+00:00,49.384221333333336,1.0688443333333333
16,2025-03-25 16:09:53+00:00,49.384214666666665,1.0688646666666666
17,2025-03-25 16:09:54+00:00,49.3842045,1.0688825
18,2025-03-25 16:09:55+00:00,49.38419366666667,1.068897
19,2025-03-25 16:09:56+00:00,49.3841875,1.068912
20,2025-03-25 16:09:57+00:00,49.384185333333335,1.0689258333333334
21,2025-03-25 16:09:58+00:00,49.3841835,1.068939
22,2025-03-25 16:09:59+00:00,49.384180666666666,1.068955
23,2025-03-25 16:10:00+00:00,49.3841755,1.0689718333333331
24,2025-03-25 16:10:01+00:00,49.384171,1.0689896666666667
25,2025-03-25 16:10:02+00:00,49.3841745,1.0690061666666666
26,2025-03-25 16:10:03+00:00,49.38417266666666,1.0690198333333334
27,2025-03-25 16:10:04+00:00,49.3841655,1.0690331666666666
28,2025-03-25 16:10:05+00:00,49.3841605,1.0690495
29,2025-03-25 16:10:06+00:00,49.38415583333333,1.0690666666666666
30,2025-03-25 16:10:07+00:00,49.38415283333333,1.0690831666666667
31,2025-03-25 16:10:08+00:00,49.3841535,1.0690876666666669
32,2025-03-25 16:10:09+00:00,49.3841535,1.069092
33,2025-03-25 16:10:10+00:00,49.38415283333333,1.0690978333333334
34,2025-03-25 16:10:11+00:00,49.38415,1.0691023333333334
35,2025-03-25 16:10:12+00:00,49.38414633333333,1.0691075
36,2025-03-25 16:10:13+00:00,49.38413966666667,1.0691101666666667
37,2025-03-25 16:10:14+00:00,49.38413483333333,1.069113
38,2025-03-25 16:10:15+00:00,49.38412533333333,1.0691161666666666
39,2025-03-25 16:10:16+00:00,49.384121666666665,1.0691228333333334
40,2025-03-25 16:10:17+00:00,49.384117,1.0691375
41,2025-03-25 16:10:18+00:00,49.3841145,1.0691478333333333
42,2025-03-25 16:10:19+00:00,49.38411166666667,1.0691555
43,2025-03-25 16:10:20+00:00,49.38410733333333,1.069169
44,2025-03-25 16:10:21+00:00,49.38409833333333,1.0691876666666666
45,2025-03-25 16:10:22+00:00,49.3840815,1.069213
46,2025-03-25 16:10:23+00:00,49.38406366666667,1.0692398333333333
47,2025-03-25 16:10:24+00:00,49.3840495,1.0692726666666668
48,2025-03-25 16:10:25+00:00,49.3840435,1.0693055
49,2025-03-25 16:10:26+00:00,49.384044333333335,1.0693333333333332
50,2025-03-25 16:10:27+00:00,49.38405433333333,1.0693585
51,2025-03-25 16:10:28+00:00,49.38406183333333,1.0693773333333334
52,2025-03-25 16:10:29+00:00,49.3840635,1.0693996666666667
53,2025-03-25 16:10:30+00:00,49.384062166666666,1.0694225
54,2025-03-25 16:10:31+00:00,49.38406283333333,1.069437
55,2025-03-25 16:10:32+00:00,49.38406583333333,1.0694465
56,2025-03-25 16:10:33+00:00,49.3840695,1.0694636666666666
57,2025-03-25 16:10:34+00:00,49.384071166666665,1.0694895
58,2025-03-25 16:10:35+00:00,49.38407433333333,1.069513
59,2025-03-25 16:10:36+00:00,49.3840795,1.0695346666666667
60,2025-03-25 16:10:37+00:00,49.384086833333335,1.0695583333333334
61,2025-03-25 16:10:38+00:00,49.384091833333336,1.0695845
62,2025-03-25 16:10:39+00:00,49.384096,1.0696105
63,2025-03-25 16:10:40+00:00,49.38410066666667,1.069637
64,2025-03-25 16:10:41+00:00,49.3841055,1.0696606666666666
65,2025-03-25 16:10:42+00:00,49.384108,1.0696836666666667
66,2025-03-25 16:10:43+00:00,49.38410866666666,1.0697048333333332
67,2025-03-25 16:10:44+00:00,49.38410916666667,1.0697235
68,2025-03-25 16:10:45+00:00,49.384112,1.0697435
69,2025-03-25 16:10:46+00:00,49.38411583333333,1.0697653333333332
70,2025-03-25 16:10:47+00:00,49.38411766666667,1.069786
71,2025-03-25 16:10:48+00:00,49.38411983333333,1.0698085
72,2025-03-25 16:10:49+00:00,49.38412216666666,1.069835
73,2025-03-25 16:10:50+00:00,49.384124666666665,1.0698606666666666
74,2025-03-25 16:10:51+00:00,49.38412633333333,1.069881
75,2025-03-25 16:10:52+00:00,49.38412816666666,1.0699016666666668
76,2025-03-25 16:10:53+00:00,49.3841285,1.069924833333333
77,2025-03-25 16:10:54+00:00,49.3841275,1.069945
78,2025-03-25 16:10:55+00:00,49.38412766666666,1.0699628333333333
79,2025-03-25 16:10:56+00:00,49.38412833333333,1.069982166666667
80,2025-03-25 16:10:57+00:00,49.38412833333333,1.0700008333333333
81,2025-03-25 16:10:58+00:00,49.38412783333333,1.0700175
82,2025-03-25 16:10:59+00:00,49.384128833333335,1.0700358333333333
83,2025-03-25 16:11:00+00:00,49.384130166666665,1.0700553333333334
84,2025-03-25 16:11:01+00:00,49.38413083333333,1.0700763333333334
85,2025-03-25 16:11:02+00:00,49.38413083333333,1.0700943333333333
86,2025-03-25 16:11:03+00:00,49.38413066666666,1.0701136666666666
87,2025-03-25 16:11:04+00:00,49.38413066666666,1.0701305
88,2025-03-25 16:11:05+00:00,49.38413233333333,1.0701466666666666
89,2025-03-25 16:11:06+00:00,49.384135,1.0701645
90,2025-03-25 16:11:07+00:00,49.384137333333335,1.0701813333333334
91,2025-03-25 16:11:08+00:00,49.38413783333333,1.0701988333333332
92,2025-03-25 16:11:09+00:00,49.384138,1.0702165
93,2025-03-25 16:11:10+00:00,49.3841385,1.0702291666666666
94,2025-03-25 16:11:11+00:00,49.3841385,1.0702431666666667
95,2025-03-25 16:11:12+00:00,49.384139,1.0702598333333333
96,2025-03-25 16:11:13+00:00,49.38414016666667,1.0702755
97,2025-03-25 16:11:14+00:00,49.38414133333333,1.0702931666666666
98,2025-03-25 16:11:15+00:00,49.38414216666666,1.0703106666666666
99,2025-03-25 16:11:16+00:00,49.3841415,1.070326
100,2025-03-25 16:11:17+00:00,49.384140333333335,1.0703418333333332
101,2025-03-25 16:11:18+00:00,49.384137333333335,1.0703611666666666
102,2025-03-25 16:11:19+00:00,49.38413783333333,1.0703793333333331
103,2025-03-25 16:11:20+00:00,49.38414216666666,1.070395
104,2025-03-25 16:11:21+00:00,49.38414266666667,1.070415
105,2025-03-25 16:11:22+00:00,49.3841435,1.070433
106,2025-03-25 16:11:23+00:00,49.38414633333333,1.0704506666666669
107,2025-03-25 16:11:24+00:00,49.38415183333333,1.0704671666666667
108,2025-03-25 16:11:25+00:00,49.38416016666667,1.0704816666666666
109,2025-03-25 16:11:26+00:00,49.384169666666665,1.0704943333333332
110,2025-03-25 16:11:27+00:00,49.3841805,1.0705068333333334
111,2025-03-25 16:11:28+00:00,49.38419133333333,1.0705193333333334
112,2025-03-25 16:11:29+00:00,49.3842035,1.0705261666666666
113,2025-03-25 16:11:30+00:00,49.38421833333333,1.070528666666667
114,2025-03-25 16:11:31+00:00,49.384231,1.0705223333333334
115,2025-03-25 16:11:32+00:00,49.38423566666667,1.0705075
116,2025-03-25 16:11:33+00:00,49.38423316666667,1.0704895
117,2025-03-25 16:11:34+00:00,49.3842285,1.0704725
118,2025-03-25 16:11:35+00:00,49.384225666666666,1.0704578333333332
119,2025-03-25 16:11:36+00:00,49.384225666666666,1.0704426666666669
120,2025-03-25 16:11:37+00:00,49.38422666666666,1.070427
121,2025-03-25 16:11:38+00:00,49.38422666666666,1.0704081666666667
122,2025-03-25 16:11:39+00:00,49.38422683333333,1.0703873333333334
123,2025-03-25 16:11:40+00:00,49.38422783333333,1.0703673333333332
124,2025-03-25 16:11:41+00:00,49.3842285,1.070345833333333
125,2025-03-25 16:11:42+00:00,49.38422783333333,1.070324
126,2025-03-25 16:11:43+00:00,49.384227333333335,1.0703036666666663
127,2025-03-25 16:11:44+00:00,49.38422783333333,1.070282
128,2025-03-25 16:11:45+00:00,49.38422666666666,1.0702603333333334
129,2025-03-25 16:11:46+00:00,49.38422666666666,1.0702365
130,2025-03-25 16:11:47+00:00,49.3842265,1.0702128333333334
131,2025-03-25 16:11:48+00:00,49.38422616666666,1.070189
132,2025-03-25 16:11:49+00:00,49.3842245,1.0701688333333332
133,2025-03-25 16:11:50+00:00,49.38422616666666,1.0701501666666666
134,2025-03-25 16:11:51+00:00,49.38422783333333,1.0701285
135,2025-03-25 16:11:52+00:00,49.384229,1.070107666666667
136,2025-03-25 16:11:53+00:00,49.38423016666667,1.070086
137,2025-03-25 16:11:54+00:00,49.38423216666666,1.0700651666666667
138,2025-03-25 16:11:55+00:00,49.38423333333333,1.070047
139,2025-03-25 16:11:56+00:00,49.38423433333333,1.070026
140,2025-03-25 16:11:57+00:00,49.384235833333335,1.0700051666666666
141,2025-03-25 16:11:58+00:00,49.3842385,1.0699853333333331
142,2025-03-25 16:11:59+00:00,49.384241,1.0699701666666666
143,2025-03-25 16:12:00+00:00,49.38424066666666,1.0699555
144,2025-03-25 16:12:01+00:00,49.3842405,1.069936
145,2025-03-25 16:12:02+00:00,49.3842435,1.0699136666666669
146,2025-03-25 16:12:03+00:00,49.38424416666667,1.0698918333333334
147,2025-03-25 16:12:04+00:00,49.3842445,1.0698718333333332
148,2025-03-25 16:12:05+00:00,49.3842445,1.0698511666666666
149,2025-03-25 16:12:06+00:00,49.38424483333333,1.06983
150,2025-03-25 16:12:07+00:00,49.38424533333333,1.0698081666666666
151,2025-03-25 16:12:08+00:00,49.38424883333333,1.069789
152,2025-03-25 16:12:09+00:00,49.3842505,1.0697705
153,2025-03-25 16:12:10+00:00,49.38425,1.0697508333333334
154,2025-03-25 16:12:11+00:00,49.38425083333333,1.069731
155,2025-03-25 16:12:12+00:00,49.3842505,1.0697108333333334
156,2025-03-25 16:12:13+00:00,49.38425083333333,1.0696965
157,2025-03-25 16:12:14+00:00,49.38425183333333,1.069683
158,2025-03-25 16:12:15+00:00,49.38425066666667,1.0696638333333333
159,2025-03-25 16:12:16+00:00,49.38425,1.0696443333333334
160,2025-03-25 16:12:17+00:00,49.3842495,1.069631
161,2025-03-25 16:12:18+00:00,49.384248166666666,1.0696178333333333
162,2025-03-25 16:12:19+00:00,49.384251166666665,1.0696041666666667
163,2025-03-25 16:12:20+00:00,49.38425183333333,1.0696001666666666
164,2025-03-25 16:12:21+00:00,49.38425183333333,1.069592
165,2025-03-25 16:12:22+00:00,49.38425133333333,1.0695741666666667
166,2025-03-25 16:12:23+00:00,49.38424883333333,1.0695546666666669
167,2025-03-25 16:12:24+00:00,49.38425066666667,1.0695336666666666
168,2025-03-25 16:12:25+00:00,49.3842545,1.0695098333333333
169,2025-03-25 16:12:26+00:00,49.38425733333333,1.0694853333333334
170,2025-03-25 16:12:27+00:00,49.38425733333333,1.0694646666666667
171,2025-03-25 16:12:28+00:00,49.38425383333333,1.069446
172,2025-03-25 16:12:29+00:00,49.3842495,1.0694278333333334
173,2025-03-25 16:12:30+00:00,49.38424766666667,1.0694113333333333
174,2025-03-25 16:12:31+00:00,49.384248166666666,1.069395833333333
175,2025-03-25 16:12:32+00:00,49.38424933333333,1.0693793333333332
176,2025-03-25 16:12:33+00:00,49.38425383333333,1.0693651666666666
177,2025-03-25 16:12:34+00:00,49.3842535,1.0693636666666666
178,2025-03-25 16:12:35+00:00,49.38425316666667,1.0693623333333333
179,2025-03-25 16:12:36+00:00,49.384257833333336,1.0693536666666668
180,2025-03-25 16:12:37+00:00,49.384262166666666,1.069345
181,2025-03-25 16:12:38+00:00,49.384267,1.069336
182,2025-03-25 16:12:39+00:00,49.384270666666666,1.0693256666666666
183,2025-03-25 16:12:40+00:00,49.384277833333336,1.0693115
184,2025-03-25 16:12:41+00:00,49.38427716666666,1.0693096666666666
185,2025-03-25 16:12:42+00:00,49.384276666666665,1.069307
186,2025-03-25 16:12:43+00:00,49.38427716666666,1.0693048333333333
187,2025-03-25 16:12:44+00:00,49.3842775,1.0693025
188,2025-03-25 16:12:45+00:00,49.38427883333333,1.0692995
189,2025-03-25 16:12:46+00:00,49.38429033333333,1.069293
190,2025-03-25 16:12:47+00:00,49.384297,1.069283166666667
191,2025-03-25 16:12:48+00:00,49.3843035,1.0692743333333332
192,2025-03-25 16:12:49+00:00,49.384307,1.0692571666666666
193,2025-03-25 16:12:50+00:00,49.3843105,1.0692378333333332
194,2025-03-25 16:12:51+00:00,49.384316166666665,1.069221166666667
195,2025-03-25 16:12:52+00:00,49.384324,1.0692056666666667
196,2025-03-25 16:12:53+00:00,49.3843335,1.069193
197,2025-03-25 16:12:54+00:00,49.38433966666667,1.0691816666666667
198,2025-03-25 16:12:55+00:00,49.38434483333333,1.0691658333333334
199,2025-03-25 16:12:56+00:00,49.3843495,1.0691486666666667
200,2025-03-25 16:12:57+00:00,49.384356333333336,1.0691333333333333
201,2025-03-25 16:12:58+00:00,49.384359333333336,1.0691286666666666
202,2025-03-25 16:12:59+00:00,49.3843605,1.0691255
203,2025-03-25 16:13:00+00:00,49.38436166666666,1.0691218333333332
204,2025-03-25 16:13:01+00:00,49.38437016666666,1.0691018333333333
205,2025-03-25 16:13:02+00:00,49.38437366666667,1.069083
206,2025-03-25 16:13:03+00:00,49.3843665,1.069063833333333
207,2025-03-25 16:13:04+00:00,49.38436416666666,1.069046
208,2025-03-25 16:13:05+00:00,49.384366666666665,1.069033
209,2025-03-25 16:13:06+00:00,49.38436883333333,1.069013166666667
210,2025-03-25 16:13:07+00:00,49.384369666666665,1.0690011666666666
211,2025-03-25 16:13:08+00:00,49.38437016666666,1.068993
212,2025-03-25 16:13:09+00:00,49.38437133333333,1.0689833333333334
213,2025-03-25 16:13:10+00:00,49.38437316666666,1.0689763333333333
214,2025-03-25 16:13:11+00:00,49.38437733333333,1.0689533333333334
215,2025-03-25 16:13:12+00:00,49.38438033333333,1.0689368333333331
216,2025-03-25 16:13:13+00:00,49.38438583333333,1.068919
217,2025-03-25 16:13:14+00:00,49.38439283333333,1.0689038333333334
218,2025-03-25 16:13:15+00:00,49.384398833333336,1.0688823333333333
219,2025-03-25 16:13:16+00:00,49.384403166666665,1.068865
220,2025-03-25 16:13:17+00:00,49.3844085,1.0688375
221,2025-03-25 16:13:18+00:00,49.384415,1.068813
222,2025-03-25 16:13:19+00:00,49.38441816666666,1.068789166666667
223,2025-03-25 16:13:20+00:00,49.3844175,1.068770166666667
224,2025-03-25 16:13:21+00:00,49.384418833333335,1.0687503333333332
225,2025-03-25 16:13:22+00:00,49.38442366666666,1.0687301666666666
226,2025-03-25 16:13:23+00:00,49.38442883333333,1.0687121666666666
227,2025-03-25 16:13:24+00:00,49.38443433333333,1.0686938333333331
228,2025-03-25 16:13:25+00:00,49.3844345,1.0686831666666667
229,2025-03-25 16:13:26+00:00,49.38443266666667,1.068681166666667
230,2025-03-25 16:13:27+00:00,49.38443033333333,1.0686816666666668
231,2025-03-25 16:13:28+00:00,49.384429,1.0686763333333331
232,2025-03-25 16:13:29+00:00,49.384423,1.0686743333333333
233,2025-03-25 16:13:30+00:00,49.3844145,1.0686751666666667
234,2025-03-25 16:13:31+00:00,49.384407333333336,1.0686786666666666
235,2025-03-25 16:13:32+00:00,49.3844025,1.0686786666666666
236,2025-03-25 16:13:33+00:00,49.384394666666665,1.0686816666666668
237,2025-03-25 16:13:34+00:00,49.384387,1.0686853333333333
238,2025-03-25 16:13:35+00:00,49.3843805,1.068684
239,2025-03-25 16:13:36+00:00,49.38437366666667,1.0686831666666667
240,2025-03-25 16:13:37+00:00,49.38436283333333,1.068683
241,2025-03-25 16:13:38+00:00,49.3843525,1.0686841666666669
242,2025-03-25 16:13:39+00:00,49.3843425,1.0686868333333333
243,2025-03-25 16:13:40+00:00,49.384335166666666,1.06869
244,2025-03-25 16:13:41+00:00,49.3843275,1.068696
245,2025-03-25 16:13:42+00:00,49.38431783333333,1.0687035
246,2025-03-25 16:13:43+00:00,49.384308833333336,1.0687145
247,2025-03-25 16:13:44+00:00,49.38430233333333,1.0687226666666667
248,2025-03-25 16:13:45+00:00,49.38429433333333,1.0687301666666666
249,2025-03-25 16:13:46+00:00,49.3842885,1.068741333333333
250,2025-03-25 16:13:47+00:00,49.38428316666667,1.0687555
251,2025-03-25 16:13:48+00:00,49.38427633333333,1.0687675
252,2025-03-25 16:13:49+00:00,49.384267666666666,1.0687758333333333
253,2025-03-25 16:13:50+00:00,49.384264,1.0687786666666663
254,2025-03-25 16:13:51+00:00,49.38426433333333,1.0687786666666663
255,2025-03-25 16:13:52+00:00,49.3842635,1.0687771666666666
256,2025-03-25 16:13:53+00:00,49.38426333333333,1.068776333333333
257,2025-03-25 16:13:54+00:00,49.384262666666665,1.0687761666666666
258,2025-03-25 16:13:55+00:00,49.384262666666665,1.0687761666666666
259,2025-03-25 16:13:56+00:00,49.384262666666665,1.0687758333333333
260,2025-03-25 16:13:57+00:00,49.38426283333333,1.0687756666666666
261,2025-03-25 16:13:58+00:00,49.38426283333333,1.068775
262,2025-03-25 16:13:59+00:00,49.38426283333333,1.0687743333333333
263,2025-03-25 16:14:00+00:00,49.38426333333333,1.0687735
264,2025-03-25 16:14:01+00:00,49.3842635,1.0687726666666666
265,2025-03-25 16:14:02+00:00,49.384263833333335,1.068772
266,2025-03-25 16:14:03+00:00,49.384264,1.0687718333333334
267,2025-03-25 16:14:04+00:00,49.3842635,1.0687713333333333
268,2025-03-25 16:14:05+00:00,49.38426283333333,1.0687711666666666
